pk_text,firstLine,textTitle,refrainFirstLine,languages,authors_1,authors_2,authors_3,authors_4,meter,textAuthNumber,textSources
1409,"Lo another offering to thy courts","","",,"Frederick Henry Hedge","",,,,lo_another_offering_to_thy_courts,""
1410,"Sovereign and transforming grace","","",,"Frederick Henry Hedge","",,,,sovereign_and_transforming_grace,""
1411,"The sun is still forever sounding","","",,"Frederick Henry Hedge","",,,,the_sun_is_still_forever_sounding,""
1412,"'Twas in the east, the mystic east","","",,"Frederick Henry Hedge","",,,,twas_in_the_east_the_mystic_east,""
1413,"'Twas the day when God's Anointed","","",,"Frederick Henry Hedge","",,,,twas_the_day_when_gods_anointed,""
1414,"O land of rest, for thee I sigh!","We'll Work Till Jesus Comes","We'll work till Jesus comes",,"Elizabeth Mills","",,,8.6.8.6,o_land_of_rest_for_thee_i_sigh,""
1415,"As body when the life has fled","","",,"David T. K. Drummond","",,,,as_body_when_the_life_has_fled,""
1416,"Our glorious home above","","",,"David T. K. Drummond","",,,,our_glorious_home_above,""
1417,"Wer h'ngt mit bleichem Angesicht","","",,"Abel Burckhardt","",,,,wer_hngt_mit_bleichem_angesicht,""
1418,"When Christmas morn is breaking","","",,"Abel Burckhardt","",,,,when_christmas_morn_is_breaking,""
1419,"Zum Oelberg steigt der Heiland auf","","",,"Abel Burckhardt","",,,,zum_oelberg_steigt_der_heiland_auf,""
1420,"Call him by his name of Jesus","","",,"Lucy A. Bennett","",,,,call_him_by_his_name_of_jesus,""
1421,"I am the Lord's, O joy beyond expression","","",,"Lucy A. Bennett","",,,,i_am_the_lords_o_joy_beyond_expression,""
1422,"Learn to give and thou shalt bind","","Learn to give and love",,"Lucy A. Bennett","",,,,learn_to_give_and_thou_shalt_bind,""
1423,"O fathomless mercy, O infinite grace","","",,"Lucy A. Bennett","",,,,o_fathomless_mercy_o_infinite_grace,""
1424,"O teach me what it meaneth","","",,"Lucy A. Bennett","",,,,o_teach_me_what_it_meaneth,""
1425,"Share thy handful with the stranger","The last handful","Keep on loving",,"Lucy A. Bennett","",,,,share_thy_handful_with_the_stranger,""
1426,"Trust him when thy wants are many","","",,"Lucy A. Bennett","",,,,trust_him_when_thy_wants_are_many,""
1427,"Ein Jahr geht hin, das andre kommt","","",,"Wackernagel","",,,,ein_jahr_geht_hin_das_andre_kommt,""
1428,"Tell, Gospel, tell thy news to man","","",,"T. A. Ashworth","",,,,tell_gospel_tell_thy_news_to_man,""
1429,"O blessed God, to thee I raise","","",,"T. A. Ashworth","",,,,o_blessed_god_to_thee_i_raise,""
1430,"O blessed gospel, glorious news for man","","",,"T. A. Ashworth","",,,,o_blessed_gospel_glorious_news_for_man,""
1431,"Pour, blessed gospel, glorious news for man","","",,"T. A. Ashworth","",,,,pour_blessed_gospel_glorious_news_for_ma,""
1432,"O blessed God, to thee I raise","","",,"T. A. Ashworth","",,,,o_blessed_god_to_thee_i_raise,""
1433,"O blessed gospel, glorious news for man","","",,"T. A. Ashworth","",,,,o_blessed_gospel_glorious_news_for_man,""
1434,"Pour, blessed gospel, glorious news for man","","",,"T. A. Ashworth","",,,,pour_blessed_gospel_glorious_news_for_ma,""
1435,"Come, take his offers now","","",,"Nehemiah Adams","",,,,come_take_his_offers_now,""
1436,"Saints in glory we together","","",,"Nehemiah Adams","",,,,saints_in_glory_we_together,""
1437,"Through the love of God our Savior","Through the Love of God Our Savior","",English,"Mary Peters","",,,8.4.8.4.8.8.8.4,through_the_love_of_god_our_savior,"Julian of Norwich"
1438,"It was no path of flowers, Which through this world of ours","","",,"Sarah Elizabeth Miles","",,,,it_was_no_path_of_flowers_which_through_,""
1439,"Come to the fount of healing","","Mighty to save",,"John Sterling","",,,,come_to_the_fount_of_healing,""
1440,"Could we but hear all nature's voices","","",,"John Sterling","",,,,could_we_but_hear_all_natures_voices,""
1441,"Earth, of man the bounteous mother","","",,"John Sterling","",,,,earth_of_man_the_bounteous_mother,""
1442,"Fern von Gott bin ich gewandert","Kind, ich lieb' dich lange schon","Lange schon",,"John Sterling","",,,,fern_von_gott_bin_ich_gewandert,""
1443,"Great God, mid boundless time and space","","",,"John Sterling","",,,,great_god_mid_boundless_time_and_space,""
1444,"Many a power within earth's bosom","","",,"John Sterling","",,,,many_a_power_within_earths_bosom,""
1445,"O Source divine, and Life of all","","",,"John Sterling","",,,,o_source_divine_and_life_of_all,""
1446,"O thou, the primal fount of life and peace","","",,"John Sterling","",,,,o_thou_the_primal_fount_of_life_and_peac,""
1447,"O thou, the Son of God most high","","",,"John Sterling","",,,,o_thou_the_son_of_god_most_high,""
1448,"Press onward, press onward, and trusting the Lord","","Believe and obey",,"John Sterling","",,,,press_onward_press_onward_and_trusting_t,""
1449,"Still hope, still act, Be sure that life","","",,"John Sterling","",,,,still_hope_still_act_be_sure_that_life,""
1450,"Sweet morn from countless cups of gold","","",,"John Sterling","",,,,sweet_morn_from_countless_cups_of_gold,""
1451,"Thou, God, so rulest, such the plan","","",,"John Sterling","",,,,thou_god_so_rulest_such_the_plan,""
1452,"Thou, Lord, who rearest the mountains' height","","",,"John Sterling","",,,,thou_lord_who_rearest_the_mountains_heig,""
1453,"When up to nightly skies we gaze","","",,"John Sterling","",,,,when_up_to_nightly_skies_we_gaze,""
1454,"When you hear of good in people","How to be happy","",,"John Sterling","",,,,when_you_hear_of_good_in_people,""
1455,"Wider than the ocean","","",,"John Sterling","",,,,wider_than_the_ocean,""
1456,"Yes, prayer is strong, and God is good","","",,"John Sterling","",,,,yes_prayer_is_strong_and_god_is_good,""
1457,"Yes, prayer is sweet in every hall","","",,"John Sterling","",,,,yes_prayer_is_sweet_in_every_hall,""
1458,"Now that the daylight fills the sky","","",English,"John Mason Neale","Peter Scagnelli",Charles Coffin,John Chandler,8.8.8.8,now_that_the_daylight_fills_the_sky,"Latin, 6th cent."
1459,"Above the clear blue sky","Above the clear blue sky","",,"John Chandler","",,,6.6.6.6.4.4.4.4,above_the_clear_blue_sky,""
1460,"Alleluia, best and sweetest","","",,"John Chandler","",,,,alleluia_best_and_sweetest,""
1461,"Blest Creator of the light","","",,"John Chandler","",,,,blest_creator_of_the_light,""
1462,"Blest Spirit, one with God above","","",,"John Chandler","",,,,blest_spirit_one_with_god_above,""
1463,"Bright sunbeams deck the joyful sky","","",,"John Chandler","",,,,bright_sunbeams_deck_the_joyful_sky,""
1464,"Christ is our cornerstone","Christ is our cornerstone","",,"John Chandler","",,,6.6.6.6.8.8,christ_is_our_cornerstone,"<i>Latin,</i> 7th cent."
1465,"Come, holy Sun of heavenly love","","",,"John Chandler","",,,,come_holy_sun_of_heavenly_love,""
1466,"Come, Holy Sun of heavenly love","","",,"John Chandler","",,,,come_holy_sun_of_heavenly_love-2,""
1467,"Come, holy thoughts, so lily pure","The improvising poet","",,"John Chandler","",,,,come_holy_thoughts_so_lily_pure,""
1468,"Conquering kings their titles take","Conquering kings their titles take","",English,"John Chandler","",,,7.7.7.7,conquering_kings_their_titles_take,"<i>Latin; Paris Breviary</i>, 1736;"
1469,"Far from their home, our fallen race","","",,"John Chandler","",,,,far_from_their_home_our_fallen_race,""
1470,"Here, gracious God, do thou","","",,"John Chandler","",,,,here_gracious_god_do_thou,""
1471,"In stature grows the heavenly","","",,"John Chandler","",,,,in_stature_grows_the_heavenly,""
1472,"Jesus, our hope, our heart's desire","","",,"John Chandler","",,,,jesus_our_hope_our_hearts_desire,""
1473,"Messiah now is gone before","","",,"John Chandler","",,,,messiah_now_is_gone_before,""
1474,"O Christ, our hope, our heart's desire","O Christ, Our Hope, Our Heart's Desire","",English,"John Chandler","",,,8.6.8.6,o_christ_our_hope_our_hearts_desire,"Latin, c. 8th cent"
1475,"O Christ, who dost prepare a place","","",,"John Chandler","",,,,o_christ_who_dost_prepare_a_place,""
1476,"O Christ, who hast prepared a place","","",,"John Chandler","",,,,o_christ_who_hast_prepared_a_place,""
1477,"O Lord are the strains of the angels light","","",,"John Chandler","",,,,o_lord_are_the_strains_of_the_angels_lig,""
1478,"O Lord, how joyful 'tis to see","","",,"John Chandler","",,,,o_lord_how_joyful_tis_to_see,""
1479,"O sinner, bring not tears alone","","",,"John Chandler","",,,,o_sinner_bring_not_tears_alone,""
1480,"Ruler of the hosts of light","","",,"John Chandler","",,,,ruler_of_the_hosts_of_light,""
1481,"See now fulfilled what God decreed","","",,"John Chandler","",,,,see_now_fulfilled_what_god_decreed,""
1482,"Source of light and life divine","","",,"John Chandler","",,,,source_of_light_and_life_divine,""
1483,"The Crucified is gone before","","",,"John Chandler","",,,,the_crucified_is_gone_before,""
1484,"The heavenly child in stature grows","","",,"John Chandler","",,,,the_heavenly_child_in_stature_grows,""
1485,"The royal banner is unfurled","","",,"John Chandler","",,,,the_royal_banner_is_unfurled,""
1486,"This holy morn, so fair and bright","","",,"John Chandler","",,,,this_holy_morn_so_fair_and_bright,""
1487,"To whom is our report made known","","",,"John Chandler","",,,,to_whom_is_our_report_made_known,""
1488,"Today, O Lord, thy will resolves","","",,"John Chandler","",,,,today_o_lord_thy_will_resolves,""
1489,"We are fighting, daily fighting","Fight for the right","",,"John Chandler","",,,,we_are_fighting_daily_fighting,""
1490,"Well nigh two thousand years have","","",,"John Chandler","",,,,well_nigh_two_thousand_years_have,""
1491,"While in the agonies of death","","",,"John Chandler","",,,,while_in_the_agonies_of_death,""
1492,"Creator of mankind","","",,"Charles Coffin","John Chandler",,,,creator_of_mankind,""
1493,"To God, all glorious heavenly Light","","",,"Charles Coffin","John Chandler",,,,to_god_all_glorious_heavenly_light,""
1494,"O Jesu, who art gone before","","",,"John Chandler","Charles-Gaspard-Guillaume de Vintimille du Lac",,,,o_jesu_who_art_gone_before,""
1495,"O splendor of God's glory bright (Chandler)","","",,"John Chandler","St. Ambrose",,,,o_splendor_of_gods_glory_bright_chandler,""
1496,"Now, my soul, thy voice upraising","Now, my soul, thy voice upraising","",English,"Claude de Santeul","Henry W. Baker",John Chandler,,,now_my_soul_thy_voice_upraising,""
1497,"And now the sun's declining rays","","",English,"Charles Coffin","John Chandler",,,8.6.8.6,and_now_the_suns_declining_rays,""
1498,"As now the sun's declining rays","As now the sun's declining rays","",English,"Charles Coffin","John Chandler",,,8.6.8.6,my_sabbath_suns_may_all_have_set,"<i>Latin</i>"
1499,"O Saviour, Who for man hast trod","O Saviour, Who for man hast trod","",English,"Charles Coffin","John Chandler",,,8.8.8.8,o_savior_who_for_man_hast_trod,""
1500,"Once more the solemn season calls","","",English,"Charles Coffin","John Chandler",,,,once_more_the_solemn_season_calls,""
1501,"The Advent of our God, Our prayers must now employ","The Advent of Our God","",English,"Charles Coffin","John Chandler",,,6.6.8.6,the_advent_of_our_god_our_prayers_must_n,""
1502,"What star is this, with beams so bright","What Star Is This, with Beams So Bright","",English,"Charles Coffin","John Chandler",,,8.8.8.8,what_star_is_this_with_beams_so_bright,""
1503,"The Advent of our King","","",Latin; English,"C. Coffin","Rev. John Chandler",,,6.6.8.6,the_advent_of_our_god_our_prayers_now_em,""
1504,"'Tis for conquering kings to gain","","",English,"Anonymous","John Chandler",,,7.7.7.7,tis_for_conquering_kings_to_gain,"Paris Breviary, 1736"
1505,"O Jesus, Lord of light and grace","","",,"John Chandler","St. Ambrose",,,,o_jesus_lord_of_light_and_grace,""
1506,"Hasten sinner, to be wise","","",,"George Hews","",,,,hasten_sinner_to_be_wise,""
1507,"Arise, O Christian people!","Arise, O Christian People","",English,"Valentin Thilo","Arthur T. Russell",,,7.6.7.6.6.7.7.6,arise_o_christian_people,""
1508,"O how shall I receive Thee","","",English,"John Christian Jacobi","Paul Gerhardt",Arthur T. Russell,,7.6.7.6 D,o_how_shall_i_receive_thee,""
1509,"To Him who for our sins was slain","","Hallelujah, hallelujah, hallelujah to his name",English,"D. W. Whittle","Arthur T. Russell",,,8.8.6.8.8.6,to_him_who_for_our_sins_was_slain,""
1510,"Another year hath fled","","",,"Arthur T. Russell","",,,,another_year_hath_fled,""
1511,"Come, O promised Comforter","","",,"Arthur T. Russell","",,,,come_o_promised_comforter,""
1512,"Death in all this world prevaileth","","",,"Arthur T. Russell","",,,,death_in_all_this_world_prevaileth,""
1513,"God hath laid a sure foundation","","",,"Arthur T. Russell","",,,,god_hath_laid_a_sure_foundation,""
1514,"Heavenly Father, all creation","","",,"Arthur T. Russell","",,,,heavenly_father_all_creation,""
1515,"Holy Ghost, who us instructest","","",,"Arthur T. Russell","",,,,holy_ghost_who_us_instructest,""
1516,"Holy Spirit, given for our Guide to Heaven","","",,"Arthur T. Russell","",,,,holy_spirit_given_for_our_guide_to_heave,""
1517,"In the tomb, behold, he lies","","",,"Arthur T. Russell","",,,,in_the_tomb_behold_he_lies,""
1518,"Jesu, guide our way","","",,"Arthur T. Russell","",,,,jesu_guide_our_way,""
1519,"Jesu, who for my transgression","","",,"Arthur T. Russell","",,,,jesu_who_for_my_transgression,""
1520,"Jesus, at thine invitation","","",,"Arthur T. Russell","",,,,jesus_at_thine_invitation,""
1521,"Jesus, guide our way","","",,"Arthur T. Russell","",,,,jesus_guide_our_way,""
1522,"Let all together praise our God, upon","","",,"Arthur T. Russell","",,,,let_all_together_praise_our_god_upon,""
1523,"Lo the day of wrath awaketh","","",,"Arthur T. Russell","",,,,lo_the_day_of_wrath_awaketh,""
1524,"Lord, our eyes unseal","","",,"Arthur T. Russell","",,,,lord_our_eyes_unseal,""
1525,"Most surely at the appointed time","","",,"Arthur T. Russell","",,,,most_surely_at_the_appointed_time,""
1526,"My all I to my God commend","","",,"Arthur T. Russell","",,,,my_all_i_to_my_god_commend,""
1527,"Night's shadows falling, Men to rest are calling","","",,"Arthur T. Russell","",,,,nights_shadows_falling_men_to_rest_are_c,""
1528,"Night's shadows falling now","","",,"Arthur T. Russell","",,,,nights_shadows_falling_now,""
1529,"O Father blest, thy name we sing","","",,"Arthur T. Russell","",,,,o_father_blest_thy_name_we_sing,""
1530,"O Father, uncreated Lord","","",,"Arthur T. Russell","",,,,o_father_uncreated_lord,""
1531,"O God of life, Whose power benign","O God of life, Whose power benign","",English,"Arthur T. Russell","",,,8.8.8,o_god_of_life_whose_power_benign,""
1532,"O gracious hand that freely gives","","",,"Arthur T. Russell","",,,,o_gracious_hand_that_freely_gives,""
1533,"O gracious Jesus, hear our humble crying","","",,"Arthur T. Russell","",,,,o_gracious_jesus_hear_our_humble_crying,""
1534,"O Jesus, blest is he","","",,"Arthur T. Russell","",,,,o_jesus_blest_is_he,""
1535,"O Jesus, we adore you","O Jesus, We Adore You","",English,"Arthur T. Russell","",,,7.6.7.6.7.6.7.6,o_jesus_we_adore_thee_upon_the_cross_our,""
1536,"The Lord ascendeth up on high","The Lord Ascendeth Up on High","",English,"Arthur T. Russell","",,,8.8.7.8.8.7,the_lord_ascendeth_up_on_high,""
1537,"To us this day a Child is given","","",,"Arthur T. Russell","",,,,to_us_this_day_a_child_is_given,""
1538,"We praise, we bless thee, Lord","","",,"Arthur T. Russell","",,,,we_praise_we_bless_thee_lord,""
1539,"Why do the heathen rage","","",,"Arthur T. Russell","",,,,why_do_the_heathen_rage,""
1540,"The only Son from heaven","The Only Son from Heaven","",English,"Arthur T. Russell","Elisabeth Cruciger",,,7.6.7.6.7.7.6,the_only_son_from_heaven,"<cite>Lutheran Book of Worship</cite., 1978 (st. 4)"
1541,"With joyful heart your praises bring","","",,"Arthur T. Russell","Cyriakus Guenther",,,,with_joyful_heart_your_praises_bring,""
1542,"In thee alone, O Christ, my Lord","","",,"Arthur T. Russell","Johannes Schneesing",,,,in_thee_alone_o_christ_my_lord,""
1543,"Jesus, day by day Guide us on our way","","",,"Arthur T. Russell","Nicolaus Ludwig, Graf von Zinzendorf",,,,jesus_day_by_day_guide_lead_us_on_lifes_,""
1544,"I'm but a stranger here","","",,"Thos. R. Taylor","",,,,im_but_a_stranger_here,""
1545,"O Lord, deliver, when the unclouded ray","","Then, Father, save",,"Sarah Elizabeth Miles","",,,,o_lord_deliver_when_the_unclouded_ray,""
1546,"The earth, all light and loveliness","","",,"Sarah Elizabeth Miles","",,,,the_earth_all_light_and_loveliness,""
1547,"Thou, infinite in love","","",,"Sarah Elizabeth Miles","",,,,thou_infinite_in_love,""
1548,"Thou, who didst stoop below","","",,"Sarah Elizabeth Miles","",,,,thou_who_didst_stoop_below,"Martineau's Collection"
1549,"All night the lonely suppliant prayed","","",,"Richard Chenevix Trench","",,,,all_night_the_lonely_suppliant_prayed,""
1550,"But how shall we be glad","","",,"Richard Chenevix Trench","",,,,but_how_shall_we_be_glad,""
