hymnalID,"hymnalTitle","editors","publisher",publicationState 1,"publicationState 2",publicationDate,"denominations",tags
HS21880,"Hymn Service No.2","R. Lowry; W. H. Doane; J. H. Vincent; Biglow & Main Co.","Biglow & Main Co.",New York," N.Y. ; Chicago, Ill.",1880,"",
HPCC1880,"Hymnal of the Presbyterian Church in Canada","Committee of the General Assembly; James Campbell & Son","James Campbell & Son",Toronto,"",1880,"Presbyterian Church in Canada",
HSSV1880,"Hymns and Songs: Selected from Various Authors for the Primary Associationsof the Children of Zion. 1st ed.","Eliza R. Snow; Deseret News Printing and Publishing Est.","Deseret News Printing and Publishing Est.",Salt Lake City,"Ut.",1880,"Latter-Day Saints hymnals. Mormons (general)",
JG1880,"Joy and Gladness","J. H. Fillmore; Fillmore Bros.","Fillmore Bros.",Cincinnati,"Oh.",1880,"",
KMKV1880,"Kleine Missionsharfe im Kirchen- und Volkston festliche und ausserfestliche Kreise. l7th ed.","Verlag von L. Volkening","Verlag von L. Volkening",St. Louis,"Mo.",1880,"Lutheran Church--Missouri Synod",
LCNS1885,"Laudis Corona: the new Sunday school hymn book, containing a collection of Catholic hymns, arranged for the principal seasons and festivals of the year","Francis A. Harkins; D & J Sadlier","D. & J. Sadlier",New York,"",1880,"Roman Catholic Church",Has Music
MSMS1880,"Missionary Songs for the use of Missionary Societies, Missionary and       Gleaners' Bands and Other Missionary Meetings","E. S. Lorenz; Lorenz & Co.","Lorenz & Co.",New York,"N.Y.",1880,"",
NJB1880,"New Joy Bells","W. A. Ogden; W. W. Whitney","W. W. Whitney",Toledo,"Oh.",1880,"",
NGT11880,"Notes of Glad Tidings No. 1","E. McLaughlin; James P. Magee","James P. Magee",Boston,"Mass.",1880,"",
PoP1880,"Pearls of Praise","P. W. Hill; H. Huck","H. Huck",Chicago,"Ill.",1880,"",
RG1880,"Royal Gems: a new and choice collection of Sunday school songs","Jas R. Murray; S. Brainard's Sons","S. Brainard's Sons",Cleveland & Chicago,"",1880,"",Has Music
SSSB1880,"Salvation Soldier's Song Book","William Booth; Salvation Army Headquarters","Salvation Army Headquarters",New York,"N.Y.",1880,"Salvation Army",
SPSH1880,"Select Progressive Spiritual Hymns and Songs","W. W. Mayberry & J. H. Rhodes","W. W. Mayberry & J. H. Rhodes",Philadelphia,"Penn.",1880,"",
SDR1880,"Sharon's Dewy Rose: a collection of new music and hymns for the use of Sabbath-schools, prayer meetings, and special occasions","Aldine S. Kieffer; J. H. Tenney; Ruebush Kieffer","Ruebush Kieffer & Co.",Dayton," Rockingham Co., Virginia",1880,"",Has Music
SEPP1880,"Silvery Echoes of Praise and Prayer: a collection of hymns and music, expecially adapted for children and youths in the primary and intermediate departments of the Sunday-school","J. H. Kurzenknabe; Crider & Brother","Crider & Brother",York,"Penn.",1880,"",Has Music
S4LH1880,"Songs for the Lord's House","C. D. W. Bridgman; A. C. Armstrong & Son","A. C. Armstrong & Son",New York,"N.Y.",1880,"Baptist hymnals (general)",
S4So1880,"Songs for the Service of Prayer","R. S. Thain; F. H. Revell","F. H. Revell ",Chicago,"",1880,"",Has Music
SCPM1880,"Songs of Christian Praise with Music","Charles H. Richards; Taintor Brothers, Merrill & Co.","Taintor Brothers, Merrill & Co.",New York,"N.Y.",1880,"",
SoGL1880,"Songs of Glory-Land: for the Sunday school, prayer meeting, and social circle","W. H. Burgett; John McPherson; W. R. Swan & Co.","W. R. Swan & Co.",Cincinnati,"",1880,"",Has Music
SPHC1880,"Songs of Pilgrimage, a Hymnal for the Churches of Christ, Part I","H. Hastings; Scriptural Tract Repository","Scriptural Tract Repository",Boston,"Mass.",1880,"",
SoP1880,"Songs of Praise: a selection of standard hymns and tunes for the Sunday-shcools and social meetings","Anson D. F. Randolph & Company","Anson D. F. Randolph",New York,"",1880,"",Has Music
SoSN1880,"Songs of the Soul: gathered out of many lands and ages","Samuel Irenaeus Prime; Robert Carter and Brothers","Robert Carter and Brothers",New York,"",1880,"",
SG121880,"Sparkling Gems:  Nos.1 & 2 Combined: a new and choice collection of music for Sabbath schools, temperance, and social meetings","J. Calvin Bushey; Will L. Thompson & Co.","Will L. Thompson & Co.",East Liverpool,"Ohio",1880,"",Has Music; Temperance
SSST1880,"Sunday School Songs: a Treasury of Devotional Hymns and Tunes for the Sunday School","Elisha A. Hoffman; Publishing House of theEvangelical Association","Publishing House of the Evangelical Association ",Cleveland,"Oh.",1880,"Evangelical Association",Has Music
SSA1880,"Supplement to Song Anchor","J. E. White; Review & Herald","Review & Herald",Battle Creek,"Mich.",1880,"Seventh-Day Adventist Church",
A1880,"The Alleluia: a collection of hymns and tunes for the church scool, and the mid-week meeting","Rev. M. W. Stryker; Hubert P. Main; Biglow & Main Co.","Biglow & Main",New York,"",1880,"",Has Music
AS1880,"The Assembly Service","J. H. Vincent; Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1880,"",
EHT1880,"The Evangelical Hymnal with Tunes","C. C. Hall; S. Lasar; A. S. Barnes & Co.","A. S. Barnes & Co.",New York," N.Y. ; Chicago, Ill.",1880,"",
GH1880,"The Gospel Hymnal","A. W. Coan; J. B. Weston; C. W. Garoutte; Christian Publication Association","Christian Publication Association",Dayton,"Oh.",1880,"Disciples of Christ. Christian Churches. Campbelli",
LHB1880,"The Liberal Hymn Book: a collection of liberal songs adapted to popular tunes. For use in liberal leagues and other meetings, and in liberal homes","Eliza Boardman Burnz; Burnz & Co.","Burnz & Co.",New York,"",1880,"",
ML1880,"The Morning Light","S. W. Straub; Root & Sons Music Co.","Root & Sons Music Co.",Chicago,"Ill.",1880,"",
QoSS1880,"The Quiver of Sacred Song, for use in Sunday School, Prayer Meetings, Gospel Meetings, etc.","Jno. R. Sweney; Wm. J. Kirkpatrick; John J. Hood","John J. Hood",Philadelphia,"",1880,"",Has Music
RC101880,"The Revivalist: Containing One Hundred Choice Revival Hymns, and One Hundred and Twenty-five Choruses: Designed for Use On Revival Occasions. (1st ed)","L. McWherter; Cumberland Presbyterian Publishing House","Cumberland Presbyterian Publishing House",Nashville,"",1880,"Cumberland Presbyterian Church",
SSS1880,"The Salvation Soldier's Song Book","William Booth; G. S. Railton","G. S. Railton",Philadelphia,"Penn.",1880,"Salvation Army",
SSH1880,"The Sunday School Hymnal: a collection of hymns and music for use in Sunday school services and social meetings","Rev. Edwin P. Parker, D.D.; A. S. Barnes & Co.","A. S. Barnes & Co.",New York; Chicago,"",1880,"Protestant Episcopal Church in the United States of America",Has Music
WS1880,"Worship in Song: a selection of hymns and tunes for the Service of the Sanctuary ","Jos. P. Holbrook, Mus. Doc.; A. S. Barnes & Company","A. S. Barnes & Company",New York,"N.Y.",1880,"",Has Music
CEHA1881,"A Collection of Evergreen Hymns, for All the People. New ed.","Sylvanus Landrum; M. P. Lowrey; Rogers & Co.","Rogers & Co.",Memphis,"Tenn.",1881,"",
FS1881,"A Festival Service","J. C. Zimmerman; Lutheran Publication Society","Lutheran Publication Society",Philadelphia,"Penn.",1881,"Lutheran hymnals (general)",
SSSS1881,"A Selection of Spiritual Songs for the Sunday School","C. S. Robinson; Century Co.","Century Co.",New York,"N.Y.",1881,"",
SoSS1881,"A Selection of Spiritual Songs With Music, For the Sunday-School","Rev. Charles S. Robinson; Century Co.","Century Co.",New York,"",1881,"",Has Music
AHSS1881,"All hail: for the Sabbath-school","Lorenz, E. S.  (Edmund Simon),  1854-1942.","Howard Gannett",Boston,"",1881,"",No Hymns
ASGU1881,"Andachtsklaenge: eine Sammlung gewaewlter Gesaenge fuer gottesdienstliche Uebungen","E. A. Hoffman; Hoffman Bros.","Hoffman Bros.",Cleveland,"Oh.",1881,"",
BoHS1881,"Band of Hope Songs","David C. Cook; T. Martin Towne; David C. Cook Pub. Co.","David C. Cook Pub. Co.",Chicago,"Ill.",1881,"",
BTP1881,"Better Than Pearls: sacred songs expressly adapted for gospel meetings","J. E. White; C. W. Stone; A. B. Oyen; J. E. White","J. E. White",Battle Creek,"Mich.",1881,"Seventh-Day Adventist Church",Has Music
BG1881,"Bright Gems: for Sabbath-schools, prayer-meetings, services of song, etc.","S. B. Ellenberger; Crider & Bro.","Crider & Bro.",York,"Penn.",1881,"",Has Music
BSSU1881,"Brooklyn Sunday School Union, 52nd Anniversary","J. S. Ogilvie & Co.","J. S. Ogilvie & Co.",New York,"N.Y.",1881,"",
EPAS1881,"Evangeliske Psalmer og Aandelige Sange (Gospel Hymns and Sacred Songs Nos.1, 2 and 3 Combined)","Udgiverens Forlag","Udgiverens Forlag",Chicago,"Ill.",1881,"",
GH41881,"Gospel Hymns No. 4","I. D. Sankey; J. McGranahan; G. Stebbins; John Church; Biglow & Main Co.","Biglow & Main Co. ; John Church Co.",New York,"N.Y.",1881,"",
GJ1881,"Great Joy! : a new and favorite collection of hymns and music, for gospel meetings, prayer, temperance, and camp meetings, and Sunday schools","William W. Bentley; Mrs. M. E. Willson; George D. Newhall & Co.; Alfred Beirly","George D. Newhall & Co.",Cincinnati,"O.",1881,"",Has Music; Temperance
HVNC1881,"Heart and Voice: a New Collection of Sunday School Songs","W. F. Sherwin; John Church","John Church",Cincinnati,"Oh.",1881,"",
HS31881,"Hymn Service No.3","R. Lowry; W. H. Doane; Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1881,"",
HRSU1881,"Hymnal and Ritual Services for the Union Gospel Church","Sentinel Printing Co.","Sentinel Printing Co.",Milwaukee,"Wisc.",1881,"",
HSSS1881,"Hymnal for Sunday School and Social Worship","Methodist Book and Publishing House","Methodist Book and Publishing House",Toronto,"Ont.",1881,"Methodist churches of Canada",
HPCC1881,"Hymnal of the Presbyterian Church in Canada with Accompanying Tunes","Committee of the General Assembly; James Campbell & Son","James Campbell & Son",Toronto,"Ont.",1881,"Presbyterian Church in Canada",
HoA1881,"Hymns of the Advent","Chas. C. Barker; W. N. Pile","W. N. Pile",Springfield,"Mass.",1881,"Advent Christian Church",Has Music
JS1881,"Jewel Selections","H. J. Grasett; Rose Belford Pub. Co.","Rose Belford Pub. Co.",Toronto,"Ont.",1881,"Church of England in Canada",
JPRA1881,"Jewels of Praise for Religious Assemblies","John McPherson; J. M. Russell","J. M. Russell",Boston,"Mass.",1881,"",
LL1881,"Light and Life: a collection of new hymns and tunes for sunday schools, prayer meetings, praise meetings and revival meetings","R. M. McIntosh; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"Mass.",1881,"",Has Music
MSUM1881,"Mission Songs: for the Use of Missionary Assemblies. 6th ed.","W. S. Hawkes; Congregational Sunday School and Publishing Society","Congregational Sunday School and Publishing Society",Boston,"Mass.",1881,"Congregational Christian Churches, 1931-",
NGGG1893,"Neuestes Gemeinschaftliches Gesangbuch zum gotttesdienstlichen Gebrauch der Lutherischen und Reformierten Gemeinden in Nord-Amerika: eine sammlung von 652 liedern mit dem dazu gehörigen anhang...","Liebenroth, Von Auw & Co.","Liebenroth, Von Auw & Co.",New York,"",1881,"Lutheran; Reformed, Congregationalist, and Presbyterian",Has Music
PG1881,"Precious Gems No.l","P. H. Woolsey; James M. Black; WM. A. Pond & Co.","WM. A. Pond & Co.",New York,"",1881,"",
PP1881,"Purest Pearls","R. A. Glenn; G. Holmes; A. D. Kennedy; J. H. Leslie","J. H. Leslie",Cleveland,"Oh.",1881,"",
SC1881,"Sabbath Carols: a compilation of original, new, and beautiful music specially adapted for the Sabbath School (also an excellent book for Praise Meetings, Social Gatherings, and the Home Circle)","R. B. Mahaffey; R. B. Mahaffey","R. B. Mahaffey",Altoona,"Penn.",1881,"",Has Music
SSSH1881,"Sabbath Songs and Spiritual Hymns","D. W. Miller; D. W. Miller","D. W. Miller",Cincinnati,"Oh.",1881,"",
SESM1881,"Sacred Echoes and Songs of My Redeemer","E. O. Excell; John J. Hood","John J. Hood",Philadelphia,"Penn.",1881,"",
SSS1881,"Songlets for Sabbath School and Home","D. P. Horton; Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1881,"",
SCMW1881,"Songs of Cheer for the Master's Workers","E. S. Lorenz; I. Baltzell; United Brethren Publishing House","United Brethren Publishing House",Dayton,"Oh.",1881,"United Brethren in Christ",
SoG21881,"Songs of Glory, No.2: a collection of beautiful songs for Sunday Schools and the Family Circle","Jas. H. Fillmore; Fillmore Brothers","Fillmore Bros.",Cincinnati,"",1881,"",Has Music
SSS1881a,"Sunday School Songs: Suitable for Prayer, Praise and Gospel Meetings. No. 1","C. H. Gabriel; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1881,"",
TSCS1881,"Temperance Songs, for Congregational Singing in Temperance Gatherings of All Varieties","David C. Cook; T. Martin Towne; David C. Cook Pub. Co.","David C. Cook Pub. Co.",Chicago,"Ill.",1881,"",Temperance
AH1881,"The Assembly Hymnal","John H. Vincent; Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1881,"",
BoV1881,"The Banner of Victory: a choice selection of songs, duets, quartets, and choruses, for Sunday schools, prayer and praise meetings, and the fireside","A. J. Abbey; M. J. Munger; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"",1881,"",Has Music
BL1881,"The Beacon Light","J. H. Tenney; E. A. Hoffman; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"Mass.",1881,"",
CSS1883,"The Calvary Selection of Spiritual Songs: with music for use in social meetings.","Rev. Charles S. Robinson, D. D.; Rev. Robert S. MacArthur, D. D.; Century Co.","Century Co.",New York,"",1881,"",Has Music
CPB1881,"The Church Praise Book: a selection of hymns and tunes for Christian worship","M. Woolsey Stryker; Hupert P. Main; Biglow & Main Co.","Biglow & Main",New York,"",1881,"",Has Music
CCCP1881,"The Clifton Chapel Collection of "Psalms, Hymns, and Spiritual Songs": for public, social and family worship and private devotions at the Sanitarium, Clifton Springs, N. Y.","Henry Foster; H. O. Houghton & Co.","H. O. Houghton & Co. (Printer)",Cambridge,"Mass.",1881,"",
GoG1881,"The Gem of Gems","Asa Hull; Daniel Knowles","Daniel Knowles",New York,"N.Y.",1881,"",
NHBC1880,"The New Hymn Book: a Collection of Hymns for Public,                       Social, and Domestic Worship","Southern Methodist Publishing House","Southern Methodist Publishing House",Nashville,"Tenn.",1881,"Methodist Episcopal Church, South, 1845- . Souther",
PBH1881,"The Primitive Baptist Hymnal: a choice collection of hymns and tunes of early and late composition","M. J. Sears; T. B. Ausmus; John T. Smith & Co.","John T. Smith & Co.",St. Louis,"Mo.",1881,"Primitive Baptists",Has Music
SS1881,"The Shining Strand","Daniel Franklin Hodges; White, Smith & Co.","White, Smith & Co.",Boston,"Mass.",1881,"",
WoS1881,"The Wells of Salvation: songs for the Sabbath School","John R. Sweney; Wm. J. Kirkpatrick; John J. Hood","John J. Hood",Philadelphia,"",1881,"",Has Music
CHSS1882,"A Collection of Hymns and Sacred Songs. 19th ed.","Otterbein Press","Otterbein Press",Dayton,"Oh.",1882,"Old German Baptist Brethren",
BoG11882,"Bells of Gladness No. 1","O. F. Presbrey; J. Rankin; Western Sunday School Pub. Co.","Western Sunday School Pub. Co.",Chicago,"Ill.",1882,"",
CC1882,"Carmina Centum: for Sunday schools and gospel meetings","Rev. Samuel Morrison; J. M. Russell","J. M. Russell",Boston,"",1882,"",Has Music
CoJ1882,"Carols of Joy: choice collection of songs and hymns for the Sunday School, Bible class, and the Home Circle to which has been added an easy method of Rudimental Instruction in Music, for Week-day Stud","F. M. Davis; J. L. Rust & Co.","J. L. Rust & Co.",Springfield,"Oh.",1882,"",Has Music
CE11882,"Chapel Echoes No. 1","J. J. Jelley; Brainard's Sons","Brainard's Sons",Cleveland,"Oh.",1882,"",
CE21882,"Chapel Echoes No. 2","J. J. Jelley; Brainard's Sons","Brainard's Sons",Cleveland,"Oh.",1882,"",
CT1882,"Cheerful Tidings","J. T. Williams","",New York,"N.Y.",1882,"Baptist hymnals (general)",
EPNC1882,"Exalted Praise, a New Collection of Hymns and Tunes","George C. Hugg; Lee & Walker","Lee & Walker",Philadelphia,"Penn.",1882,"",
GWEE1882,"Good Will: A collection of New Music for Sabbath Schools and Gospel Meetings (Enlarged)","T. Martin Towne; J. M. Stillman; S. W. Straub & Co.","S. W. Straub",Chicago,"Ill.",1882,"",Has Music
GG1882,"Grace and Glory: a choice collection of sacred songs, original and selected, for Sabbath-schools, revivals, etc.","D. E. Dortch; W. G. E. Cunnyngham; Southern Methodist Publishing House","Southern Methodist Publishing House",Nashville,"",1882,"Methodist Episcopal Church, South, 1845- . Souther",Has Music
HKLE1882,"Harfen-Klaenge: Liederbuch fuer Evangelische Sonntagsschulen und           Erbauungs-Stunden","Ig. Kohler","Ig. Kohler",Philadelphia,"Penn.",1882,"Presbyterian Church in the USA. Northern Presbyter",
HB1882,"Harvest Bells","W. E. Penn; W. E. Penn","W. E. Penn",,"",1882,"",
HoS1882,"Hours of Singing","A. J. Showalter; A. S. Kieffer; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1882,"",
HBEA1882,"Hymn-Book of the Evangelical Association","Evangelical Association of North America; Pub. House of the Evangelical Association","Publ. House of the Evangelical Association",Cleveland,"",1882,"Evangelical Association",
HoP41882,"Hymns of Praise for the Young","Joel H. Johnson; Deseret News Co.","Deseret News Co.",Salt Lake City,"Ut.",1882,"Church of Jesus Christ of Latter-Day Saints",
IS1882,"Infant Songs","W. A. Ogden; E. Pitt; W. W. Whitney","W. W. Whitney",Toledo,"Oh.",1882,"",
JGSS1882,"Joy and Gladness for the Sunday School and Home","J. H. Fillmore; Fillmore Bros.","Fillmore Bros.",Cincinnati,"Oh.",1882,"",
