hymnalID,hymnalTitle,editors,publisher,publicationPlace,publicationDate,denominations,tags
S4H1952,"Singing for Him","D. E. Barks; Donald E. Barks","Donald E. Barks","Lampasas, Tex.",1952,,
S4J1902,"Singing for Joy","A. J. Showalter; J. D. Patton; A. J. Showalter Co.","A. J. Showalter Co.","Dalton, Ga.",1902,,
SG1929,"Singing Glory","A. E. Bartlett; Hope Pub. Co.","Hope Pub. Co.","Chicago, Ill.",1929,,
SHP21937,"Singing His Praises No. 2","D. M. Allen; R. D. Marvin; Allen & Marvin","Allen & Marvin","Los Angeles",1937,,
SJ1950,"Singing Joy","John T. Benson; John T. Benson Pub. Co.","John T. Benson Pub. Co.","Nashville, Tenn.",1950,,
SW1882,"Singing on the Way: a collection of hymns and tunes for Sunday schools, social worship and congregations","Mrs. Belle M. Jewett; R. W. Carroll & Co.","Ditson & Co.",Boston,1882,,"Has Music"
SPHS1929,"Singing Pathways, Hymns and Songs and Worship Material for Junior and Senior High School Age","M. S. Dickie; Powell & White","Powell & White","Cincinnati, Oh.",1929,"Disciples of Christ. Christian Churches. Campbelli",
SR1953,"Singing Revival","L. B. Brunk; Brunk Revivals","Brunk Revivals","Newport News, Vav.",1953,"Mennonite hymnals (general)",
SLT1993,"Singing the Living Tradition",,"Beacon Press",,1993,"Unitarian Universalist",
SNT,"Singing the New Testament","Joyce Borger","Faith Alive",,2008,"Christian Reformed Church",
SWBG1935,"Singing Worship with Boys and Girls","Edith L. Thomas; Abingdon Press","Abingdon Press","New York, N.Y.",1935,"Methodist Episcopal Church (North)",
SY1966,"Singing Youth","J. W. Peterson; Zondervan Pub. House","Zondervan Pub. House","Grand Rapids, Mich.",1966,,
SY1953,"Singing Youth","Review & Herald Pub'g. Assn.","Review & Herald Pub'g. Assn.","Washington, D.C.",1953,"Seventh-Day Adventist Church",
SY4C1948,"Singing Youth for Christ","C. Barrows; Youth for Christ International","Youth for Christ International","Chicago, Ill.",1948,,
SE1955,"Singspiration Eight","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1955,,
SE1962,"Singspiration Eleven","John W. Peterson; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1962,,
S51948,"Singspiration Five","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1948,,
S41945,"Singspiration Four","Alfred B. Smith; Alfred B. Smith","Alfred B. Smith","Wheaton, Ill.",1945,,
SN1958,"Singspiration Nine","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1958,,
S11941,"Singspiration One","Alfred B. Smith; Alfred B. Smith","Alfred B. Smith","Wheaton, Ill.",1941,,
SS1952,"Singspiration Seven","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Wheaton, Ill.",1952,,
SS1951,"Singspiration Six","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1951,,
ST1960,"Singspiration Ten","Alfred B. Smith; Alfred B. Smith","Alfred B. Smith","Grand Rapids, Mich.",1960,,
S31943,"Singspiration Three","Alfred B. Smith; Alfred B. Smith","Alfred B. Smith","Wheaton, Ill.",1943,,
S21941,"Singspiration Two","Alfred B. Smith; Alfred B. Smith","Alfred B. Smith","Wheaton, Ill.",1941,,
SM1C1892,"Sir Money's Crusade","A. R. Wells; T. M. Towne; Fillmore Bros.","Fillmore Bros.","Cincinnati, Oh.",1892,,
SH1905,"Six hymns.","Martin, George Edward.","Butterfield Printing Co.","Lowell, Mass.",1905,,"No Hymns"
STPC1950,"Sleepy Time Prayers for Children","F. Shugert; Eldred Publications","Eldred Publications","New York, N.Y.",1950,,
SKS1918,"Slovensky Kalvinsky Spevnik","P. Jamriska","P. Jamriska","Pittsburgh, 1918",1918,"Slovak Calvinistic Presbyterian Union","Has Music"
SCMS1827,"Social and Camp-meeting Songs, for the Pious (9th ed. enl.)","Armstrong and Plaskitt","Armstrong and Plaskitt",Baltimore,1827,,
SCSF1828,"Social and Campmeeting Songs For the Pious (4th ed.)","Armstrong & Plaskitt","Armstrong & Plaskitt",Baltimore,1822,,
SH1847,"Social Harmony","S. A. Howland; S. A. Howland","S. A. Howland","Worcester, Mass.",1847,,
SHTB1865,"Social Hymn and Tune Book: for the Lecture Room, Prayer Meeting, Family Circle, and Mission Church","Presbyterian Publication Committee; Anson D. F. Randolph","Presbyterian Publication Committee / Anson D.F. Randolph","Philadelphia, Penn. ; New York, N.Y.",1865,"Presbyterian Church in the USA. Northern Presbyter",
SHBB1866,"Social Hymn Book: Being the Hymns of the Social Hymn and Tune Book for the Lecture Room, Prayer Meeting, Family, and Congregation (2nd ed.)","Presbyterian Publication Committee; Anson D. F. Randolph","Presbyterian Publication Committee",Philadelphia,1866,"Presbyterian Church in the USA. Northern Presbyter",
SHSS1839,"Social hymns, and spiritual songs: adapted to private and public worship","Robertson, Alexander S","Printed by Johnston & Stockton",Pittsburgh,1839,"Cumberland Presbyterian Church",
SHTC1868,"Social Hymns and Tunes, for the Conference and Prayer Meeting, and the Home with services and prayers","American Unitarian Association","American Unitarian Association",Boston,1870,"Unitarian churches","Has Music"
SHBI1914,"Social Hymns of Brotherhood and Inspiration","Mabel Hay Barrows Mussey; A. S. Barnes & Co.","A. S. Barnes & Co.","New York, N.Y.",1914,,
SHOS1865,"Social Hymns, Original and Selected","Homer L. Hastings; H. L. Hastings","H. L. Hastings","Boston, Mass.",1865,,
SM1842,"Social Melodies","John Huntsman; E. Harris & J. Huntsman","E. Harris & J. Huntsman","St.Clairsville, Oh.",1842,,
SP1843,"Social Psalmist: or hymns, selected for the private use and social meetings of evangelical Christians","Mark H. Newman","Mark H. Newman","New York",1843,,
SHOS1790,"Society hymns, original and selected . . .",,"Printed and sold by Manning & Loring",Boston,1790,,"No Hymns"
SBLL1884,"Soendagsskol-Bok, innehallande, Liturgi, Laesordning, och Sanger","Augustana Book Concern","Augustana Book Concern","Rock Island, Ill.",1884,"Swedish Evangelical Lutheran Augustana Synod in North America",
SF1865,"Soldier's Friend","U.S. Sanitary Commission; Perkinpine & Higgins","Perkinpine & Higgins","Philadelphia, Penn.",1865,,
SPBH1862,"Soldier's Prayer Book. Hospitals ed.","General Protestant Episcopal Book Society","General Protestant Episcopal Book Society","Philadelphia, Penn.",1862,"(Protestant) Episcopal Church",
SR1952,"Solid Rock","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1952,,
SLSO1903,"Söndagsskolbok: innehållande liturgi och sånger för söndagsskolan (Omarbetad uppl.)","Augustana Book Concern","Lutheran Augustana Book Concern","Rock Island, Ill.",1903,"Scandinavian Evangelical Lutheran Augustana Synod of North America",
SA21878,"Song Anchor: a Choice Collection of Favorites for Sabbath School and Praise Service","J. E. White; Pacific Press","Pacific Press Publishing House","Oakland, Calif.",1878,"Seventh-Day Adventist Church","Has Music"
SACC1878,"Song anchor: a choice collection of favorites for Sabbath school and praise service.","White, J. E.","Pacific Press","Oakland, Ca.",1878,,"No Hymns"
SP4C1925,"Song and Play for Children","F. W. Danielson; G. W. Conant; Pilgrim Press","Pilgrim Press","Boston, Mass.",1925,,
SSGL1894,"Song and Study for God's Little Ones: collection of songs, studies and services for primary classes and junior societies.","Bertha F. Vella; R. R. McCabe & Co.; C.C. McCabe; D. B. Towner; W. N. Hartshorn","R. R. McCabe & Co.",Chicago,1894,,"Has Music"
SWB41926,"Song and Worship Book for young people's conferences","S. A. Weston; Pilgrim Press","Pilgrim Press","Boston, Mass.",1926,,
SoSR1847,"Song-book of the School Room","Lowell Mason; George James; Wilkins, Carter and Co.","Wilkins, Carter and Co.","Boston, Mass.",1847,,
SCKC1870,"Song-crowned king: a collection of new and beautiful music, original and selected, for the use of the singing school, home circle, and revivals","Kieffer, Aldine S. (Aldine Silliman), 1840-1904.","Joesph Funk's Sons, Printers","Singers' Glen, Va.",1870,,"No Hymns"
SE1906,"Song Evangel","W. H. Doane; W. P. Harvey","W. P. Harvey","Louisville, Ky.",1906,,
SE1940,"Song Evangel","B. B. McKinney; Broadman Press","Broadman Press","Nashville, Tenn.",1940,"Southern Baptist Convention, 1845-",
SF1868,Song-Flowers,"E. P. Parker; Hamersley & Co.","Hamersley & Co.",Hartford,1868,,
SGSJ1869,"Song Garland; or, Singing for Jesus: a new collection of Music and Hymns prepared expressly for Sabbath Schools","J. W. Suffern; S. Brainard & Sons","S. Brainard & Sons",Cleveland,1869,,"Has Music"
SH1946,"Song Hits","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1946,,
SHPJ1924,"Song-Hymnal of Praise and Joy, a selection of spiritual songs, old and new","Pluma M. Brown","Pluma M. Brown","Jackson, Minn.",1897,,"Has Music"
SLM1897,"Song Land Melodies","H. N. Lincoln; Song Land Co.","Song Land Co.","Dallas, Tex.",1897,,
SLMC1892,"Song-land messenger complete: a new song book for use in all public gatherings where select music is desired","Lincoln, H. N.","H.N. Lincoln",Dallas,1892,,"No Hymns"
SLM21898,"Song-Land Messenger No.2","A. J. Showalter; Showalter Lincoln Co.","Showalter Lincoln Co.","Dallas, Tex.",1898,,
SLSS1872,"Song Life for Sunday Schools","P. Phillips; Harper & Bros.","Harper & Bros.","New York, N.Y.",1872,,
SLO,"Song Lingers On, The",,"Zimbel Press",,2003,,
SP1924,"Song Praise","J. E. Thomas; Quartet Music Co.","Quartet Music Co.","Ft. Worth, Tex.",1924,,
SPSS1906,"Song Praises: for Sunday schools, Epworth League meetings,Christian Endeavor and young people's societies, evangelistic services, prayer meetings, and for family and private devotions","Chas H. Gabriel; Egyptian Publishing Co.","Egyptian Publishing Co.","Carbondale, Ill.",1906,,"Has Music"
SPS1906,"Song Praises: for the Sunday school, Christian workers' meeting, prayer meeting, general song services (1st ed.)","George B. Holsinger; Brethren Publishing House","Brethren Publishing House","Elgin, Ill.",1906,"German Baptist Brethren","Has Music"
SSGU1877,"Song Sermons for General Use and Special Services","Phillip Phillips; International Music and Publishing Agency","International Music and Publishing Agency","New York",1877,,"Has Music"
SS1922,"Song Service","J. E. Thomas; Quartet Music Co.","Quartet Music Co.","Ft. Worth, Tex.",1922,,
SSR1908,"Song Service and Revival","E. T. Hildebrand; W. E. Burnett; Hildebrand Burnett Co.","Hildebrand Burnett Co.","Roanoke, Va.",1908,,
SS21909,"Song Service, No.2","W. D. Smith; William D. Smith","William D. Smith","Philadelphia, Penn.",1909,,
SSSS1899,"Song Stories for the Sunday School","Patty Smith Hill; Clayton F. Summy Co.","Clayton F. Summy Co.","Chicago, Ill.",1899,,
SS1923,"Song Sunbeams","C. H. Gabriel; Gospel Advocate Co.","Gospel Advocate Co.","Nashville, Tenn.",1923,,
ST1879,"Song Treasury","J. H. Kurzenknabe; Crider & Brother","Crider & Brother","York, Penn.",1879,,
SW1884,"Song Worship for Sunday Schools","L. O. Emerson; W. F. Sherwin; Oliver Ditson & Co.","Oliver Ditson & Co.","Boston, Mass.",1884,,"Has Music"
SMNS1898,"Songland Melodies ... a New Song Book for Revivals","Horace N. Lincoln; Songland Co.","Songland Co.","Dallas, Tex.",1898,,
SMNS1900,"Songland Melodies ... a New Song Book for Revivals","H. N. Lincoln; Songland Co.","Songland Co.","Dallas, Tex.",1900,,
SSS1881,"Songlets for Sabbath School and Home","D. P. Horton; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1881,,
SACV1930,"Songs and Anthems for Children's Voices","D. Malmin; G. Malmin; Augsburg",Augsburg,"Minneapolis, Minn.",1930,"Evangelical Lutheran Augustana Synod in North America",
SCSB1928,"Songs and Choruses of our  Southern Baptist Young People","Edwin S. Preston",,"Atlanta, Ga.",1928,"Southern Baptist Convention, 1845-",
SHCV1928,"Songs and Hymns for Children's Voices","G. J. Malmin; Augsburg",Augsburg,"Minneapolis, Minn.",1928,"Evangelical Lutheran Augustana Synod of North America",
SHPC1963,"Songs and Hymns for Primary Children","Westminster Press","Westminster Press","Philadelphia, Penn.",1963,"Lutheran Church in America",
SHPS1890,"Songs and Hymns for the Primary Sunday School","Frederica Beard; Clayton F. Summy Co.","Clayton F. Summy Co.","Chicago, Ill.",1890,,
SHEG,"Songs and Hymns of the Earliest Greek Christian Poets",,"Grand Rapids, MI: Christian Classics Ethereal Library",,1876,,
SPRS1899,"Songs and Praises for Revivals, Sunday Schools, Singing Schools, and General Church Work","H. P. Clack; H. P. Clack","H. P. Clack","Dallas, Tex.",1899,,
SSCC1892,"Songs and Solos used by the Christian Crusaders in their Special Soul-Saving Work: and adapted for the church, grove, school, choir, and home","Milton K. Light; Headquarters",Headquarters,"Worcester, Mass.",1892,,"Has Music"
SSMC1903,"Songs and Stories of Mother, Childhood, and Home","P. P. Bilhorn","Bilhorn Bros","Chicago, Ill.",1903,,
SC1889,"Songs Celestial","H. P. Danks; Geo. Molineux","Geo. Molineux","New York",1889,,"Has Music"
S4A1950,"Songs for All","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1950,,
S4CS1862,"Songs for Catholic Schools","Patrick Donahoe","Patrick Donahoe","Boston, Mass.",1862,"Roman Catholic Church",
S4C1959,"Songs for Children","C. Van Horn; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1959,,
S4C1942,"Songs for Children","Rubye Patton Nordgren; Fortress Press","Fortress Press","Philadelphia, Penn.",1942,"Lutheran hymnals (general)",
SCCH1942,"Songs for Children, a Collection of Hymns and Other Songs ...","R. P. Nordgren; M. A. Lekberg; Augustana Book Concern","Augustana Book Concern","Rock Island, Ill.",1942,"Evangelical Lutheran Augustana Synod of North America",
S4CC1891,"Songs for Christ and the Church: a collection of songs for the use of Christian endeavor societies, sunday-schools, and other church events","William Fletcher McCauley; W. J. Shuey","W. J. Shuey","Dayton, Oh.",1892,,"Has Music"
SCSU1904,"Songs for Christian soldiers: for the use of the Boys' Departments of the Young Men's Christian Association.",,"Young Men's Christian Associations","Newark, N.J.",1904,,"No Hymns"
S4CW1950,"Songs for Christian Worship","Board of Christian Education of the Uited Presbyterian Churc","Board of Christian Education of the Uited Presbyterian Church of North America","Pittsburgh, Penn.",1950,"Presbyterian hymnals (general)",
SCWC1869,"Songs for Christian worship in the chapel and family: selected from the ""Songs of the church""","Robinson, Charles S. (Charles Seymour), 1829-1899","A.S. Barnes","New York",1869,"Presbyterian Church","No Hymns"
S4J1925,"Songs for Jesus","K. L. Cramer; Tabernacle Pub. Co.","Tabernacle Pub. Co.","Chicago, Ill.",1925,,
S4J1953,"Songs for Juniors","Broadman Press","Broadman Press","Nashville, Tenn.",1953,"Southern Baptist Convention, 1845-",
SFL,"Songs for Life",,"CRC Publications",,1995,"Christian Reformed Church",
S4LC1937,"Songs for Little Children","United Church Publishing House","United Church Publishing House","Toronto, Ont.",1937,"United Church of Canada. Congregational churches",
S4LF1875,"Songs for Little Folks: a collection adapted for the home circle and for primary classes in Sunday schools and day schools: containing a number of carefully selected kindergarten songs","Mrs. W. F. Crafts (Miss Sara J. Timanus); Miss Jenny B. Merrill; Biglow & Main Co.","Biglow & Main","New York",1875,,"Has Music"
S4LP1958,"Songs for Little People","H. D. Loes; Zondervan Music Publishers","Zondervan Music Publishers","Grand Rapids, Mich.",1958,,
S4LP1905,"Songs for Little People: for use in Sunday-School, the kindergarten and the home","Frances Weld Danielson; Eaton & Mains; Grace Wilbur Conant","Pilgrim Press","New York",1905,,"Has Music"
SLPN1915,"Songs for Little People. [New ed.]","Frances Weld Danielson; Pilgrim Press","Pilgrim Press","New York, N.Y.",1915,,
S4LS1909,"Songs for Little Singers: A Collection of easy pieces for Beginners and Primary Departments of the Sunday School and for use at home","J. Lincoln Hall; Elsie Duncan Yale; Hall Mack Co.","Hall-Mack Company",Philadelphia,1909,,"Has Music"
SLS31921,"Songs for Little Singers No. 3","E. D. Yale; Hall Mack Co.","Hall Mack Co.","Philadelphia, Penn.",1921,,
S4L1971,"Songs for Liturgy","Walton Music Co.","Walton Music Co.",,1971,"(Protestant) Episcopal Church",
S4M1913,"Songs for Men","D. B. Towner; H. A. Rodeheaver; C. H. Gabriel; Rodeheaver Co.","Rodeheaver Co.","Chicago, Ill.",1913,,
SMSA1961,"Songs for Men, the Salvation Army Official Song Book","Territorial Headquarters","Territorial Headquarters","New York, N.Y.",1961,"Salvation Army",
S4PC1946,"Songs for Preschool Children","D. F. Poulton; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1946,,
S4PC1958,"Songs for Preschool Children (revised ed.)","D. F. Poulton; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1958,,
S4P1948,"Songs for Primaries","Nettie Lou Jones; Broadman Press","Broadman Press","Nashville, Tenn.",1948,"Southern Baptist Convention, 1845-",
S4PC1930,"Songs for Primary Children","H. Lyons; J. E. Sturgis; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1930,,
